28	943097
99	943098
5	943099
5	943100
104	943101
78	943102
19	943103
24	943104
6	943105
82	943106
6	943107
2	943108
9	943109
4	943110
9	943111
13	943112
36	943113
25	943114
11	943115
3	943116
2	943117
3	943118
7	943119
5	943120
6	943121
10	943122
4	943123
6	943124
3	943125
3	943126
3	943127
5	943128
6	943129
3	943130
2	943131
7	943132
27	943133
3	943134
5	943135
13	943136
61	943137
3	943138
4	943139
6	943140
7	943141
324	943143
534	943144
4	943145
3	943146
34	943147
382	943148
146	943149
26	943150
133	943151
2	943152
2	943153
15	943154
2	943155
6	943156
211	943157
129	943158
74	943159
67	943160
40	943161
3	943162
3	943163
3	943164
122	943165
6	943166
5	943167
3	943168
7	943169
3	943170
5	943171
6	943172
2	943173
3	943174
314	943175
4	943176
18	943177
5	943178
12	943179
4	943180
27	943181
43	943182
57	943183
15	943184
3	943185
6	943186
3	943187
3	943188
10	943189
2	943190
116	943191
3	943192
4	943193
10	943194
3	943195
5	943196
4	943197
2	943198
35	943199
13	943200
86	943201
58	943202
3	943203
4	943204
114	943205
3	943206
28	943207
238	943208
124	943209
276	943210
299	943211
8	943212
16	943213
5	943214
29	943215
35	943216
7	943217
6	943218
4	943219
4	943220
88	943221
144	943223
4	943224
49	943225
2	943227
13266	943228
475	943231
121	943233
4	943234
13	943235
4	943236
31	943237
24	943238
122	943241
4	943242
8	943243
3	943244
9	943245
3	943246
3	943247
10	943248
8	943249
3	943250
3	943251
3	943262
3	943263
4	943264
3	943265
6	943266
2	943267
3	943268
5	943269
5	943270
2	943271
366	943272
9	943273
64	943274
4	943275
484	943276
2	943277
394	943278
2	943279
9	943280
4	943281
3	943282
2	943283
4	943328
9	943332
5	943333
2294	943334
7	943335
6	943336
5	943337
5	943338
3	943339
3	943340
3	943341
3	943342
3	943343
4	943344
8	943345
4	943346
405	943347
3	943348
3	943349
4	943350
4	943351
270	943352
407	943353
630	943354
3	943355
5	943356
5	943357
4	943358
265	943359
3	943360
26	943361
3	943362
3	943363
2	943364
2	943365
19	943366
7	943367
2	943368
2	943369
3	943370
7	943371
3	943372
2	943373
2	943374
2	943375
6	943376
8	943377
50	943378
11	943379
5	943380
6	943381
202	943382
303	943383
7	943384
276	943385
4	943386
3	943387
3	943388
3	943389
8	943390
3	943391
18	943392
8	943393
8	943394
39	943395
25	943396
3	943397
3	943398
4	943399
8	943400
5	943401
8	943402
4	943403
5	943404
7	943405
15	943406
4	943407
6	943408
64	943409
2	943410
3	943411
4	943412
6	943413
4	943414
3	943415
5	943416
7	943417
6	943418
3	943419
7	943420
8	943421
2	943422
5	943423
25	943424
2	943425
32	943426
49	943427
55	943428
5	943429
52	943430
5	943431
8	943432
59	943433
34	943434
57	943435
22	943436
2	943437
63	943438
3	943439
60	943440
3	943441
9	943442
12	943443
32	943444
406	943445
27	943446
46	943447
3	943448
7	943449
438	943450
8	943451
398	943452
6	943453
4	943454
31	943456
5	943457
94	943458
4	943460
5	943461
4	943462
7958	943463
4	943464
3	943465
4	943466
3	943467
68	943468
4	943469
1189	943470
8	943471
5	943472
1649	943473
5	943474
389	943475
445	943481
250	943482
1173	943483
5	943485
6	943486
3	943487
2	943517
6	943518
1346	943519
3	943520
8	943521
5	943522
4	943523
3	943524
21478	943525
7	943526
79	943527
34	943528
6	943529
314	943530
383	943531
146	943532
133	943533
9	943534
108	943535
2	943536
3	943537
85	943538
3	943539
46	943540
4	943541
20	943542
3	943543
7	943544
4	943545
11	943546
23	943548
2	943549
3	943550
3	943551
5	943552
5	943553
4	943554
95	943555
3	943556
3	943557
404	943558
2	943559
9	943560
11	943561
15	943562
10	943563
12	943564
152	943565
7	943566
3	943567
4	943568
20	943569
4	943570
35	943571
6	943572
2	943573
7	943574
1124	943575
7	943576
19	943577
8	943578
4	943579
125	943580
5	943581
71	943582
3	943583
96	943584
19	943585
15	943586
63	943588
8	943589
4	943590
4	943591
102	943592
4	943603
318	943604
50	943605
46	943606
188	943607
10	943608
15	943609
6	943610
3	943611
27	943612
6	943613
10969	943614
2	943615
17	943616
8	943617
2	943618
197	943619
45	943620
3	943621
63	943622
167	943623
273	943624
2	943625
6	943626
2	943627
28	943628
2	943629
4	943630
7	943631
25	943632
3	943633
2	943634
5	943635
179	943636
17	943637
3	943638
2	943639
24	943640
12	943641
27	943642
4	943643
14	943644
242	943645
8	943646
7	943647
34	943648
5	943649
3	943650
14	943651
125	943652
4	943653
13	943654
3	943655
262	943656
5	943657
4	943658
149	943659
5	943660
84	943661
2	943662
3	943663
176	943664
17	943665
84	943666
4	943667
11	943668
7	943669
6	943670
6	943671
42	943672
3	943673
22	943674
7	943675
4	943676
84	943677
3	943678
8	943679
4	943680
9	943681
8	943682
8	943683
322	943684
